CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
9;2183009344;47252;HYPERA S.A;101723,0;FARMACIA G 4 COMERCIO DE PRODUTOS FARMACEUTICOS LT;PE;998,12;
9;2183009345;47252;HYPERA S.A;101723,0;FARMEDAM COMERCIO DE MEDICAMENTOS LTDA.;PE;3427,31;
9;2183009350;47252;HYPERA S.A;101229,0;VIRGINIA S SOUZA;PE;4184,77;
9;2183009355;789662;SANOFI MEDLEY FARMACEUTICA LTDA;101723,0;FARMACIA G 4 COMERCIO DE PRODUTOS FARMACEUTICOS LT;PE;105,9;
9;2183009356;47252;HYPERA S.A;101582,0;FCIA M PROFETA LTDA;PE;41502,32;
9;2183009357;47252;HYPERA S.A;101229,0;EDUARDO ANTUNES C DA SILVA NETTO - PRODUTOS FARMACEUTICOS LT;PE;609,38;
9;2183009360;47252;HYPERA S.A;101229,0;EDUARDO A. C DA SILVA NETTO MEDICAMENTOS LTDA;PE;381,64;
9;2183009361;47252;HYPERA S.A;101229,0;SOUZA & ANTUNES LTDA EPP;PE;381,75;
9;2183009362;789662;SANOFI MEDLEY FARMACEUTICA LTDA;101723,0;FARMACIA G6 COMERCIO DE PRODUTOS FARMACEUTICOS LTD;PE;53,35;
9;2183009363;47252;HYPERA S.A;101582,0;FCIA M PROFETA LTDA;PE;964,78;
9;2183009364;47252;HYPERA S.A;103348,0;FARMACIA DO SUCESSO LTDA;PE;2088,41;
9;2183009365;47252;HYPERA S.A;103355,0;FARMACIA CORACAO DE MARIA LTDA;PE;3116,06;
9;2183009404;47252;HYPERA S.A;103348,0;FARMACIA DO SUCESSO LTDA;PE;2032,33;
9;2183009405;47252;HYPERA S.A;103348,0;FARMACIA DO SUCESSO LTDA;PE;458,78;
9;2183009426;47252;HYPERA S.A;102160,0;MENEZES E MAGALHAES COMERCIO DE MEDICAMENTOS LTDA;PE;218,36;
9;2183009427;47252;HYPERA S.A;102160,0;DSM SAUDE COMERCIO DE MEDICAMENTOS LTDA;PE;997,11;
9;2183009428;47252;HYPERA S.A;101229,0;FARMA SAUDE MEDICAMENTOS LTDA;PE;714,32;
9;2183009440;47252;HYPERA S.A;101229,0;FARMA SAUDE MEDICAMENTOS LTDA;PE;805,54;
9;2183009449;47252;HYPERA S.A;102160,0;DSM SAUDE COMERCIO DE MEDICAMENTOS LTDA;PE;2363,22;
9;2183009450;47252;HYPERA S.A;101229,0;EDUARDO ANTUNES C DA SILVA NETTO - PRODUTOS FARMACEUTICOS LT;PE;206,25;
9;2183009459;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;114,27;
9;2183009460;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;79,46;
9;2183009461;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;317,5;
9;2183009462;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;101,1;
9;2183009463;47252;HYPERA S.A;100950,0;FARMACIA POPULAR DO RECIFE LTDA.  ME;PE;329,05;
9;2183009464;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;147,25;
9;2183009465;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;373,04;
9;2183009466;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA;PE;433,14;
9;2183009467;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;151,82;
9;2183009468;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA;PE;495,79;
9;2183009469;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;160,51;
9;2183009470;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;291,38;
9;2183009471;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;805,39;
9;2183009476;47252;HYPERA S.A;100950,0;FARMACIA DIARIAMENTE COMERCIO DE MEDICAMENTOS LTDA.;PE;1631,13;
9;2183009477;47252;HYPERA S.A;100950,0;AGRESTINA 5 LTDA;PE;747,97;
9;2183009478;47252;HYPERA S.A;100950,0;FARMACIA AGRESTINA QUATRO LTDA;PE;501,01;
3;2189007285;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;CASA DOS COMPRIMIDOS COMERCIAL;CE;77310,69;
3;2189007286;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;BARATAO DOS COMPRIMIDOS COMERC;CE;3146,94;
3;2189007291;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;CE;791,78;
3;2189007292;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;CE;791,78;
3;2189007293;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;CE;1451,61;
3;2189007294;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 7;CE;527,86;
3;2189007295;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 8;CE;1121,7;
3;2189007296;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;CE;791,78;
3;2189007297;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;CE;2111,44;
3;2189007298;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;CE;791,78;
3;2189007299;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;CE;791,78;
3;2189007300;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 16;CE;527,86;
3;2189007301;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 17;CE;2243,4;
3;2189007302;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;CE;1121,7;
3;2189007303;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 19;CE;1121,7;
3;2189007304;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;CE;659,82;
3;2189007305;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 22;CE;791,78;
3;2189007306;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1451,61;
3;2189007307;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;791,78;
3;2189007308;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 25;CE;791,78;
3;2189007309;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1319,64;
3;2189007310;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FL 7;CE;659,82;
3;2189007311;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1583,58;
3;2189007312;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;857,77;
3;2189007313;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;527,86;
3;2189007314;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1121,7;
3;2189007315;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIAS DA ECONOMIA FARMA LTDA ME;CE;1715,54;
3;2189007316;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;923,76;
3;2189007317;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;857,77;
3;2189007318;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;CE;1364,77;
3;2189007319;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;CE;974,84;
3;2189007320;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;CE;4679,21;
3;2189007322;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 9;CE;1364,77;
3;2189007323;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;CE;7798,68;
3;2189007325;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;CE;1169,81;
3;2189007326;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 16;CE;1754,7;
3;2189007327;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 17;CE;2924,51;
3;2189007328;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;CE;5069,15;
3;2189007329;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;CE;1754,7;
3;2189007330;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 22;CE;1364,77;
3;2189007331;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1949,67;
3;2189007332;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1754,7;
3;2189007333;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1949,67;
3;2189007334;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FL 7;CE;1559,74;
3;2189007335;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;2144,64;
3;2189007336;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1169,8;
3;2189007337;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1169,8;
3;2189007338;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;2144,64;
3;2189007339;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;584,9;
3;2189007340;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;CE;1777,9;
3;2189007341;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;CE;2518,69;
3;2189007342;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;CE;3111,32;
3;2189007343;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 7;CE;2815,0;
3;2189007344;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 8;CE;888,95;
3;2189007345;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;CE;5926,32;
3;2189007346;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 11;CE;4148,42;
3;2189007347;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 14;CE;888,95;
3;2189007348;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 16;CE;592,63;
3;2189007349;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 17;CE;7704,22;
3;2189007350;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 18;CE;4000,27;
3;2189007351;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 19;CE;4444,74;
3;2189007352;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 21;CE;6518,95;
3;2189007353;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 22;CE;1481,58;
3;2189007354;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;3259,47;
3;2189007355;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;1629,74;
3;2189007356;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 25;CE;1926,06;
3;2189007357;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;4444,74;
3;2189007358;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;5037,37;
3;2189007359;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;3407,64;
3;2189007360;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;2666,84;
3;2189007361;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;3852,11;
3;2189007362;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIAS DA ECONOMIA FARMA LTDA ME;CE;2963,16;
3;2189007363;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;3259,48;
3;2189007364;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;888,95;
3;2189007365;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 1;CE;298,0;
3;2189007366;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 2;CE;447,0;
3;2189007367;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA CEARENSE LTDA FILIAL 5;CE;1192,0;
3;2189007370;30241;KIMBERLY-CLARK BRASIL IND.E CO;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA FILIAL 10;CE;1490,0;
5;2197002506;30791;LABORATORIO TEUTO BRASILEIRO S/A;93963,0;J DIAS REIS;MA;534,01;
2;2199011522;30791;LABORATORIO TEUTO BRASILEIRO S/A;95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES;PI;7850,8;
2;2199011523;5582;EMS S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;11562,03;1467,61
2;2199011523;794919;EMS S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;11562,03;1467,61
2;2199011531;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;541,1;
2;2199011541;30791;LABORATORIO TEUTO BRASILEIRO S/A;93517,0;E A DOS SANTOS SOUSA;PI;2540,85;
2;2199011548;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES;PI;5652,02;
2;2199011549;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES;PI;6204,95;
2;2199011550;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;M DA CRUZ S DE ARAUJO;PI;362,67;
2;2199011551;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;M DA CRUZ S DE ARAUJO;PI;2150,97;
2;2199011553;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;PI;3668,18;
2;2199011554;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;PI;2788,77;
2;2199011555;30791;LABORATORIO TEUTO BRASILEIRO S/A;54470,0;F DAS CHAGAS DE ARAUJO ME;PI;1616,88;1616,88
2;2199011556;30791;LABORATORIO TEUTO BRASILEIRO S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;614,04;
2;2199011568;30791;LABORATORIO TEUTO BRASILEIRO S/A;95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES;PI;1234,22;
2;2199011569;30791;LABORATORIO TEUTO BRASILEIRO S/A;97011,0;R F  SOUSA COMÉRCIO DE MEDICAMENTOS LTDA;PI;669,4;
2;2199011570;30791;LABORATORIO TEUTO BRASILEIRO S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;9412,59;288,97
2;2199011571;30791;LABORATORIO TEUTO BRASILEIRO S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;1605,06;
2;2199011575;53333;GERMED FARMACEUTICA LTDA;93517,0;E A DOS SANTOS SOUSA;PI;254,79;
2;2199011589;30791;LABORATORIO TEUTO BRASILEIRO S/A;95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;PI;412,03;
2;2199011592;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);96632,0;ALIANÇA FARMA DRUGSTORE LTDA;PI;306,31;
2;2199011597;30791;LABORATORIO TEUTO BRASILEIRO S/A;95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;PI;425,07;
2;2199011601;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);54739,0;F M F DE SOUSA MEE;PI;496,56;
2;2199011621;53333;GERMED FARMACEUTICA LTDA;95621,0;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;PI;1919,49;
2;2199011628;30791;LABORATORIO TEUTO BRASILEIRO S/A;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;539,36;
2;2199011631;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;1262,06;
2;2199011637;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;C & M DRUGSTORE EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;694,8;
2;2199011638;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;DROGARIA FERREIRA DRUGSTORE LTDA;PI;560,93;
2;2199011655;794919;EMS S/A;54739,0;C R SILVA FARMACIA MEE;PI;1903,65;
2;2199011655;5582;EMS S/A;54739,0;C R SILVA FARMACIA MEE;PI;1903,65;
2;2199011656;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);54739,0;C R SILVA FARMACIA MEE;PI;320,57;
2;2199011657;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);54739,0;FERREIRA & SILVA DRUGSTORE LTDA;PI;242,34;
2;2199011658;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;214,18;
2;2199011659;789228;SANDOZ DO BRASI  IND. FARMAC LTDA (SP);54739,0;C & M DRUGSTORE EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;152,46;
2;2199011661;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;FERREIRA & SILVA DRUGSTORE LTDA;PI;842,21;
2;2199011665;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;F M F DE SOUSA MEE;PI;736,76;
2;2199011666;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);54739,0;C R SILVA FARMACIA MEE;PI;88,53;
2;2199011668;30791;LABORATORIO TEUTO BRASILEIRO S/A;54739,0;C R SILVA FARMACIA MEE;PI;1706,09;
2;2199011672;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;270,78;
2;2199011673;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);54739,0;C & M DRUGSTORE EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;70,87;
2;2199011677;794919;EMS S/A;54739,0;F M F DE SOUSA MEE;PI;866,52;
2;2199011677;5582;EMS S/A;54739,0;F M F DE SOUSA MEE;PI;866,52;
2;2199011678;53333;GERMED FARMACEUTICA LTDA;95453,0;ELLO DISTRIBUIDORA DE MEDICAMENTOS EIRELI;PI;1184,4;
2;2199011679;5582;EMS S/A;54755,0;A F M DE MELO;PI;427,71;
2;2199011680;5582;EMS S/A;54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;1337,0;
2;2199011680;794919;EMS S/A;54739,0;M FERREIRA & C SILVA DRUGSTORE LTDA;PI;1337,0;
2;2199011681;5582;EMS S/A;54739,0;C & M DRUGSTORE EMPREENDIMENTOS FARMACEUTICOS LTDA;PI;391,5;
2;2199011682;794919;EMS S/A;54739,0;DROGARIA FERREIRA DRUGSTORE LTDA;PI;1059,57;
2;2199011682;5582;EMS S/A;54739,0;DROGARIA FERREIRA DRUGSTORE LTDA;PI;1059,57;
2;2199011710;53333;GERMED FARMACEUTICA LTDA;93517,0;E A DOS SANTOS SOUSA;PI;496,91;
2;2199011712;794919;EMS S/A;54739,0;FERREIRA & SILVA DRUGSTORE LTDA;PI;1493,72;
2;2199011712;5582;EMS S/A;54739,0;FERREIRA & SILVA DRUGSTORE LTDA;PI;1493,72;
7;2218003912;33928;GEOLAB IND FARMACEUTICA S/A;6044,0;FARMACIA MERCES LTDA ME;BA;391,23;
7;2218003918;33928;GEOLAB IND FARMACEUTICA S/A;2714,0;DROGARIA STAR LTDA;BA;395,87;
7;2218003925;33928;GEOLAB IND FARMACEUTICA S/A;7042,0;FARMACIA MEGA PRECO BAIXO LTDA;BA;2331,14;
7;2218003930;47252;HYPERA S.A;6297,0;FARMACIA A J MOTA LTDA;BA;2170,5;
7;2218003931;47252;HYPERA S.A;6297,0;FARMACIA A J MOTA LTDA;BA;79,87;
7;2218003934;53333;GERMED FARMACEUTICA LTDA;6297,0;FARMACIA A J MOTA LTDA;BA;110,7;
7;2218003935;53333;GERMED FARMACEUTICA LTDA;867,0;GUTEMBERGUE LOPES DE SANTANA;BA;2279,75;
7;2218003937;53333;GERMED FARMACEUTICA LTDA;3445,0;FARMACIA PLANTAO LTDA;BA;350,67;
7;2218003939;33766;CIFARMA CIENTIFICA FARMAC LTDA;7042,0;FARMACIA MEGA PRECO BAIXO LTDA;BA;237,18;
7;2218003953;47252;HYPERA S.A;3445,0;FARMACIA PLANTAO LTDA;BA;106,75;
7;2218003956;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA ME;BA;337,6;
7;2218003957;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;483,35;
7;2218003958;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;945,17;
7;2218003959;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA -ME;BA;683,44;
7;2218003960;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;2470,96;
7;2218003961;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA-ME;BA;10049,26;
7;2218003964;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;647,93;
7;2218003965;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA ME;BA;914,84;
7;2218003966;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;3022,63;
7;2218003967;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA;BA;4535,95;
7;2218003968;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA -ME;BA;3368,46;
7;2218003969;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA ME;BA;2999,63;
7;2218003970;47252;HYPERA S.A;6044,0;FARMACIA MERCES LTDA-ME;BA;7434,2;13,65
7;2219002268;33766;CIFARMA CIENTIFICA FARMAC LTDA;5368,0;FCIA E MAGAZINE SOUZA LTDA ME;BA;301,58;
7;2219002269;33057;NATULAB LABORATORIO LTDA;240,0;DROGARIAS MULTIPOPULAR LTDA;BA;542,14;
7;2219002270;33057;NATULAB LABORATORIO LTDA;240,0;DROGARIAS MULTIPOPULAR LTDA;BA;576,98;
7;2219002271;33057;NATULAB LABORATORIO LTDA;240,0;AFN DROGARIA LTDA;BA;509,72;
7;2219002272;33057;NATULAB LABORATORIO LTDA;240,0;AP DROGARIA LTDA;BA;981,02;
7;2219002273;33057;NATULAB LABORATORIO LTDA;240,0;DROGARIAS MULTIPOPULAR LTDA;BA;928,61;
7;2219002274;33057;NATULAB LABORATORIO LTDA;240,0;DROGARIAS MULTIPOPULAR LTDA - ME;BA;821,88;
7;2219002275;33057;NATULAB LABORATORIO LTDA;240,0;DP DROGARIA LTDA - EPP;BA;718,59;
7;2219002276;33057;NATULAB LABORATORIO LTDA;240,0;NP DROGARIA EIRELI - EPP;BA;519,57;
7;2219002277;33057;NATULAB LABORATORIO LTDA;240,0;AFN DROGARIA LTDA - ME;BA;630,48;
7;2219002278;33057;NATULAB LABORATORIO LTDA;240,0;NP DROGARIA LTDA;BA;3468,75;3468,75
