fornecedor_nome;fornecedor_cnpj;cliente_nome;cliente_cnpj;estado;total_valor_pedido;total_pedidos_qtd
HYPERA PP E CH;32;TELEFARMA;96743;CE;20351.57;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;CEGIANE GESSICA A MONTEIRO ME;77160;CE;1125.32;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;REI DOS COMPRIMIDOS (FILIAL 2);80794;CE;399.60;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;RICARDO DIAS CARDOSO;94305;MA;2082.00;1
NEOQUIMICA;47252;FCIA LUZ E VIDA;75388;MA;5000.00;1
NEOQUIMICA;47252;FARM.MEDICAL;81399;CE;5011.71;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA NOSSA SENHORA APARECIDA;91778;CE;1050.00;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DENISE DA PAIXAO RODRIGUES ME;93907;CE;2019.61;1
EMS S/A;5582;DROGA CENTER;60798;PI;7030.76;2
KLEY HERTZ DISTRIBUIDORA LTDA;789423;GRUPO TOTAL;10000;CE;52972.55;10
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA E DROGARIA VARGEMFARMA LTDA;94041;MA;36.79;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SANFARMA;91259;CE;6649.26;1
ACCUMED PROD MED HOSP LTDA;48933;CEFARMA;97412;CE;6749.03;2
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;C E D COMERCIAL LTDA;88717;CE;2023.00;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGARIA SAO JOSE;70432;MA;8999.58;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA FERNANDES;86926;CE;2732.70;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SANTOS;94756;MA;1516.34;1
SOFTYS BRASIL LTDA;789603;FCIA BETEL 2;1136;BA;2672.46;1
EMS S/A;5582;COMERCIO VAREJISTA DE MEDICAMENTOS FARMACIA CENTRAL LTDA;93389;CE;20000.00;2
GERMED FARMACEUTICA LTDA;53333;J & P COMERCIO DE MEDICAMENTOS LTDA ME;92094;CE;2684.98;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMA POPULAR APUIARES;120344;CE;604.63;1
NEOQUIMICA;47252;FELIXFARMA;82216;CE;4640.82;1
SOFTYS BRASIL LTDA;789603;POSTO DE MEDICAMENTOS SAUDE DO TRABALHAD;101677;PE;70000.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;SUPERMERCADO MORANGUINHO LTDA;87995;CE;66525.39;3
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGARIA A FAVORITA;92940;MA;3878.88;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA CENTRAL;99838;BA;20359.70;1
NEOQUIMICA;47252;FARMACIA CONVIVA IGUATU;93209;CE;1023.99;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DISK SAUDE;87795;CE;1832.00;1
NEOQUIMICA;47252;TOTAL COMERCIO;20061;CE;5371.62;2
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ARAUJO E ANDRADE EMPREENDIMENT;93405;CE;1353.06;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA ZILMA;96097;CE;1658.40;1
SOFTYS BRASIL LTDA;789603;FARMACIA SAO FRANCISCO;127331;CE;17286.00;1
LOLLY BABY PRODUTOS INFANTIS L;30083;EXTRA SAO JOSE;87326;CE;2208.32;1
BIOSINTETICA FARMACEUTICA LTDA;7676;SERRANA FARMA;96621;CE;8294.97;2
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;SUPERFARM POPULAR;92109;CE;2538.00;1
SOFTYS BRASIL LTDA;789603;POSTO DE MEDICAMENTO CEFARMA;97412;CE;9684.20;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;F C FERREIRA LOPES ME;54445;PI;6045.64;1
SOFTYS BRASIL LTDA;789603;FARM.ELTON;80588;CE;2687.38;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA CASTELO BRANCO;97038;CE;1004.74;1
WELLA BRASIL LTDA;794029;TELEFARMA;96743;CE;1000.00;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA POPULAR;87096;CE;1199.22;1
GEOLAB IND FARMACEUTICA S/A;33928;HIPER POPULAR;127779;MA;638.81;1
NEOQUIMICA;47252;HOSPMEDICA DISTRIBUIDORA DE MEDICAMENTOS;76317;CE;150000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA MENORPRECO LTDA ME;92077;CE;1068.58;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMA POPULAR MENOR PRECO;95490;CE;1118.84;1
LOLLY BABY PRODUTOS INFANTIS L;30083;PRO SAUDE;84079;CE;2543.76;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIA FARMANATO;93555;CE;2207.14;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA LA DE CASA;87265;CE;1862.05;1
EMS S/A;5582;MEDFARMA DRUGSTORE LTDA - ME;91314;CE;1362.78;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARM. OSWALDO CRUZ;85836;CE;11961.60;1
NATULAB LABORATORIO LTDA;33057;DROGARIA N.S APARECIDA;88968;CE;3003.17;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;DROGARIA AGUIA;93183;CE;758.98;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA BATISTA;93748;CE;1102.40;1
NEOQUIMICA;47252;FARMACIA DR NAHIN;93405;CE;8140.94;2
NEOQUIMICA;47252;MARIA EDNA TEIXEIRA QUEIROZ ME;99907;CE;4259.19;1
NATULAB LABORATORIO LTDA;33057;JOSE LEONARDO F LTDA;131831;CE;6413.90;1
SOFTYS BRASIL LTDA;789603;FARMACIA MUTTI;8018;BA;21890.88;4
NEOQUIMICA;47252;DROGARIAS ULTRA POPULAR;96349;MA;29012.60;1
NEOQUIMICA;47252;FRANCILIO HILDERBRANDO FERNANDES RODRIGUES MEE;95621;PI;31887.94;2
LABORATORIO GLOBO LTDA;31305;DROGA CENTER;60798;PI;9000.00;1
NEOQUIMICA;47252;FARMACIA FARMAVIDA;87961;CE;1010.00;1
SOFTYS BRASIL LTDA;789603;MAGAZINE CAMPELO FARMACIA;81304;CE;5388.02;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;DROGA VIDA;89012;CE;5815.00;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA DO ARCO;80318;CE;1644.53;1
SOFTYS BRASIL LTDA;789603;FARMACIA PECHINCHA;130722;CE;25436.04;1
GEOLAB IND FARMACEUTICA S/A;33928;ATACADAO MEGAFARMA;119061;PI;3092.48;1
SOFTYS BRASIL LTDA;789603;BIGFORT FARMACIAS;99256;BA;151244.78;1
EMS S/A;5582;FARMACIA SAO MIGUEL;72753;MA;7480.57;2
EMS S/A;5582;DROGARIA A FAVORITA;92940;MA;1742.22;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;MARCIA JORDANA ARAUJO LIMA;95658;CE;60463.84;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA NOSSA SENHORA APARECIDA;91778;CE;10000.00;1
NEOQUIMICA;47252;FARMAROSSI;93516;CE;1132.65;2
SOFTYS BRASIL LTDA;789603;FARMACIA NATURALLE;20039;CE;130000.00;1
NATULAB LABORATORIO LTDA;33057;VAREJAO DOS COMPRIMIDOS MARTINS;93262;CE;1754.73;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA JC;103658;PE;1930.40;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA DO MIGUEL;72753;MA;1004.76;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGA ALVES;92677;MA;1316.18;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;TOTAL PLUS PERNAMBUCO;20061;PE;300000.00;2
GEOLAB IND FARMACEUTICA S/A;33928;FCIA DO TRABALHOR DE;92963;MA;2661.76;1
HIDROLIGHT DO BRASIL S.A;791209;COMERCIAL DE MEDICAMENTOS NUNES LTDA;80564;CE;2025.39;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMA POPULAR ACARAU LTDA;77160;CE;878.84;1
NATULAB LABORATORIO LTDA;33057;SUPERFARMA;86849;CE;2768.00;1
SOFTYS BRASIL LTDA;789603;CONCEITO FARMA;98129;CE;10179.60;1
SOFTYS BRASIL LTDA;789603;LOJA 7;85007;CE;150000.00;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;A R DE OLIVEIRA - ME;91312;CE;6459.31;1
NEOQUIMICA;47252;FIDELI PHARMA;93405;CE;1842.20;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA THAMAR;80614;CE;5088.32;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;PHARMAFACIL DRUGSTORE EIRELI;95199;CE;5540.60;1
LABORATORIO TEUTO BRASILEIRO L;30791;GRUPO TOTAL;10000;CE;1517129.95;178
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;SLIM FARMA;124954;CE;998.40;1
NEOQUIMICA;47252;FCIA PLANTAO;846;BA;125931.00;1
EMS S/A;5582;DROGARIA J L CITY;94058;MA;1623.76;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA JARDIM IRACEMA;80578;CE;148.92;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA DO ARCO;80318;CE;1386.90;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA N.S APARECIDA;88968;CE;50008.28;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;DROGATEL;62243;PI;11263.43;1
GEOLAB IND FARMACEUTICA S/A;33928;JOSE DION FREITAS EIRELI ME;95528;CE;7513.47;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGAFARMA;80318;CE;3000.00;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMACIA CONFIANCA;89845;CE;1106.74;1
LABORATORIO GLOBO LTDA;31305;JOSE DION FREITAS EIRELI ME;95528;CE;19131.16;1
NATULAB LABORATORIO LTDA;33057;DROGARIA A FAVORITA;92940;MA;10347.71;2
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;RICARDO DIAS CARDOSO;94305;MA;2305.39;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMA LARA;75752;MA;1044.12;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SAO MIGUEL;81413;CE;6390.00;1
ACCUMED PROD MED HOSP LTDA;48933;DROGARIA FRANCILIO SUPER;95621;PI;6576.62;1
ACCUMED PROD MED HOSP LTDA;48933;BIG FARMA;91951;CE;3119.89;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;BRASIL FARMA;93120;CE;1014.94;1
ACCUMED PROD MED HOSP LTDA;48933;VAREJAO DOS COMPRIMIDOS (FILIAL 1);80794;CE;6000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA CASCAVEL;91357;CE;8728.24;1
TORRENT DO BRASIL LTDA;792019;FARMACIA SAO PEDRO;88472;CE;1042.50;1
EMS S/A;5582;DROGARIAS ULTRA POPULAR;97835;CE;6858.09;6
ACCUMED PROD MED HOSP LTDA;48933;FARM CAVALCANTE;103866;PE;2797.53;1
NATULAB LABORATORIO LTDA;33057;FARMACIA MENOR PRECO;75310;MA;1381.28;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA MODERNA;81846;CE;2050.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;POPULARFARMA;100366;PI;4552.05;1
NEOQUIMICA;47252;FARMACIA UCHOA;93039;MA;24664.26;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA QUEIROZ;80432;CE;3229.65;1
TORRENT DO BRASIL LTDA;792019;J & P COMERCIO DE MEDICAMENTOS LTDA ME;92094;CE;6136.71;1
NEOQUIMICA;47252;FARMACIA DA ECONOMIA;601;BA;90000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA MINAS BAHIA;10925;BA;1725.44;1
SOFTYS BRASIL LTDA;789603;FARM SANTA BRANCA (MATRIZ);80636;CE;400442.10;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;SUPERMERCADO  MORANGUINHO;87995;CE;2724.02;1
NEOQUIMICA;47252;LUCIANA SAMPAIO DIOGENES ROLIM ME;86252;CE;1571.02;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA SAO PEDRO;88472;CE;4239.61;1
EMS S/A;5582;FARMACIA FARMA FORTE;131180;CE;3114.01;1
SOFTYS BRASIL LTDA;789603;FARMACIA SANTA TERESINHA III;56456;PI;45589.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FERNANDES FARMA;96481;CE;690.65;1
GEOLAB IND FARMACEUTICA S/A;33928;DROGA ALVES;92677;MA;1866.27;1
MILI S/A;789168;FARMACIA BEM ESTAR;95881;CE;2617.24;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;POP FARMA;118828;PI;5248.95;1
NATULAB LABORATORIO LTDA;33057;FARMACIA CASTELO BRANCO;97038;CE;1523.00;1
LABORATORIO GLOBO LTDA;31305;CENTRO FARMA;97950;MA;2077.16;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA SAO JOSE AVENIDA LTDA EPP;80672;CE;834.66;1
NEOQUIMICA;47252;FARMACIA MEDICAMENTOS REGIS;89950;CE;1011.75;1
NATULAB LABORATORIO LTDA;33057;DROGARIAS BOM LUGAR;96614;MA;4802.00;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA CASTELO BRANCO;97038;CE;446.13;1
EMS S/A;5582;HIPER POPULAR;93659;MA;1079.25;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIA POPULAR HOLANDA;94120;MA;2500.00;1
NEOQUIMICA;47252;ORIGINAL FARMA;88659;CE;1794.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;S S FARMACIAS LTDA;97917;MA;698.16;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMAROSSI;93516;CE;4040.34;1
HYPERA PP E CH;32;A ANDRADE BONFIM JUNIOR MEDICAMENTOS ME;80143;CE;25903.23;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;ATENDBEM MATRIZ;7057;BA;93255.53;1
LOLLY BABY PRODUTOS INFANTIS L;30083;DROGARIA SANTA TEREZINHA;89399;CE;6009.43;1
NATULAB LABORATORIO LTDA;33057;FARMACIA MINI PRECO;126522;MA;1302.14;1
BIOSINTETICA FARMACEUTICA LTDA;7676;F BATISTA DE ARAUJO  ME;123945;CE;700.00;1
NEOQUIMICA;47252;FARMACIA AVENIDA;91145;CE;6032.71;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMA POPULAR ACARAU LTDA;77160;CE;1180.32;1
SOFTYS BRASIL LTDA;789603;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;96743;CE;10269.82;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA AVENIDA;7565;BA;20885.12;2
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;FARMASHOW COMERCIO DE MEDICAMENTOS LTDA;123310;CE;1017.60;1
GEOLAB IND FARMACEUTICA S/A;33928;EMPREENDIMENTOS DE PRODUTOS FARMACEUTICOS ANDRADE LTDA;96349;MA;2017.83;1
MILI S/A;789168;POSTO DE MEDICAMENTO CEFARMA;97412;CE;3500.17;1
SOFTYS BRASIL LTDA;789603;FARMACIA PRECO BAIXO;98035;CE;10042.95;1
SOFTYS BRASIL LTDA;789603;FARMACIA POPULAR CENTRAL 2;91357;CE;25882.61;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;M C CARVALHO COMERCIO FARMACEUTICO LTDA;89397;CE;3000.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PROVIDA LTDA;86285;CE;6157.28;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;SUPERFARMA COMERCIO VAREJISTA DE MEDICAMENTOS EIRELI;86849;CE;2939.88;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FCIA LARISSA;92553;MA;257.22;1
LABORATORIO GLOBO LTDA;31305;FARMACIA ZILMA;96097;CE;1047.45;1
LOLLY BABY PRODUTOS INFANTIS L;30083;PRO-SAUDE;84079;CE;2259.26;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA AVENIDA;91145;CE;2774.39;1
ACCUMED PROD MED HOSP LTDA;48933;FARM.SAO FRANCISCO;81062;CE;708.40;1
NEOQUIMICA;47252;FARMACIA REALCE;80088;CE;897.00;1
TORRENT DO BRASIL LTDA;792019;JOSE WILKER MARTINS DA SILVA;96621;CE;1531.64;1
MILI S/A;789168;DISK SAUDE;87795;CE;15019.62;1
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA PROVIDA LTDA;86285;CE;13186.65;1
MILI S/A;789168;DROGARIAS ULTRA POPULAR;97835;CE;15373.58;1
SOFTYS BRASIL LTDA;789603;RR FARMA;97011;PI;5059.00;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMACIA DUDA & GABI;2961;BA;2316.68;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FCIA POPULAR;54933;PI;4500.00;1
GEOLAB IND FARMACEUTICA S/A;33928;MEDICAL FARMA;91823;MA;6027.87;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;EXTRA SAO JOSE COMERCIO DE ALIMENTOS LTDA;87326;CE;1637.68;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMANOVA;80555;CE;1499.86;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;ECONOMIAFARMA;86705;CE;20000.00;1
NEOQUIMICA;47252;FARMACIA MOURA;81189;CE;3188.00;1
HIDROLIGHT DO BRASIL S.A;791209;A C F MORORÓ;89027;CE;3194.21;2
NEOQUIMICA;47252;FARMACIA GERMANA;80657;CE;2220.06;1
LOLLY BABY PRODUTOS INFANTIS L;30083;FARMACIA SAMPAIO;125385;CE;2040.00;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGA JACK;80488;CE;552.95;1
NEOQUIMICA;47252;DROGARIAS BOM LUGAR;96614;MA;5436.54;2
NATULAB LABORATORIO LTDA;33057;FIDELI PHARMA;93405;CE;0.00;1
EMS S/A;5582;FARMACIA CASTELO BRANCO;97038;CE;1007.77;1
HIGIMASTER DIST DE PROD DE HIG LTDA (DENTAL CLEAN);790094;FARMACIA GENTIL;83453;CE;377.70;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;ATACADO DO VALE COMERCIO DE ALIMENTOS LTDA;118282;CE;95400.00;1
ACCUMED PROD MED HOSP LTDA;48933;JOSE DION FREITAS EIRELI ME;95528;CE;9789.53;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;MACEDO COMERCIO DE MEDICAMENTOS LTDA;80533;CE;6358.80;1
GERMED FARMACEUTICA LTDA;53333;FARMACIA MAIS SAUDE;7104;BA;4000.00;1
NEOQUIMICA;47252;DROGARIA ULTRA POPULAR;95647;MA;6468.78;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA DROGRAMIS;120610;CE;1047.50;1
NATULAB LABORATORIO LTDA;33057;SERRANA FARMA;96621;CE;1730.95;1
EMS S/A;5582;FARMACIA SANTOS;94756;MA;6108.79;2
NATULAB LABORATORIO LTDA;33057;FARMACIA ECONOMICA;121837;CE;4009.12;1
TORRENT DO BRASIL LTDA;792019;FARMACIA DONATO;8265;CE;1619.99;1
NEOQUIMICA;47252;FARMACIA MAIS POPULAR;99821;BA;12029.00;2
SOFTYS BRASIL LTDA;789603;VICENCIA FARMA;103450;PE;26001.60;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;FARMA VITOR;75779;MA;1105.68;1
KLEY HERTZ DISTRIBUIDORA LTDA;789423;FARMACIA PORTELA CE LTDA;94259;CE;1610.23;1
SOFTYS BRASIL LTDA;789603;M MICHELLE SARAIVA MOREIRA;80588;CE;5695.72;1
GERMED FARMACEUTICA LTDA;53333;SUPERFARMA;86849;CE;34200.00;1
ACCUMED PROD MED HOSP LTDA;48933;JOSE WILKER MARTINS DA SILVA;96621;CE;1042.26;1
GERMED FARMACEUTICA LTDA;53333;FCIA GENERICA DE TUT;92914;MA;5000.00;1
EMS S/A;5582;FARMACIA CENTER POPULAR;97835;CE;948.60;1
NEOQUIMICA;47252;FARMACIA PRECO BAIXO;98035;CE;1973.40;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;VITAL FARMA;103320;PE;1727.34;2
ACCUMED PROD MED HOSP LTDA;48933;FARMACIA OFICIAL;80700;CE;3041.26;1
NATULAB LABORATORIO LTDA;33057;CEGIANE GESSICA A MONTEIRO ME;77160;CE;2100.49;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA DO TRABALHADOR DE CARIRI;95905;CE;4217.44;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SAO GONCALO;80392;CE;654.10;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA MAIS SAUDE MEDICAMENTOS EIRELI;95440;CE;5025.84;1
ACCUMED PROD MED HOSP LTDA;48933;BENFARMA;98006;CE;3028.13;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;FARMACIA ALDESUL (MATRIZ);80576;CE;15000.00;1
GEOLAB IND FARMACEUTICA S/A;33928;FARMACIA SANTA TERESINHA;56456;PI;2174.32;1
NEOQUIMICA;47252;A R DE OLIVEIRA - ME;91312;CE;2973.32;1
BIOSINTETICA FARMACEUTICA LTDA;7676;DROGARIAS MAXI POPULAR;80565;CE;1819.86;1
KIMBERLY-CLARK BRASIL IND.E CO;30241;MEGA FARMA;74314;MA;5900.00;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA SAO MATEUS;80442;CE;2069.67;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;G D COMERCIO DE ALIMENTOS E PERF DE HIGIENE PESSOAL LTDA;93404;CE;3970.92;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;FARMACIA SAO MATEUS;80442;CE;1195.79;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PADRE CICERO;80382;CE;1027.70;1
SOFTYS BRASIL LTDA;789603;FARMACIA CONFIANCA;89845;CE;5060.93;1
NEOQUIMICA;47252;FARMACIA DO MIGUEL;72753;MA;11057.69;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA VITORIA;124075;PI;3376.49;1
NEOQUIMICA;47252;SUPERFARM POPULAR;92109;CE;5124.36;2
GERMED FARMACEUTICA LTDA;53333;DROG SOUSA;60658;PI;23000.00;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;DROGARIA MEGA DESCONTAO;10663;BA;26000.00;2
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA CONVIVA;91259;CE;3654.26;1
SOFTYS BRASIL LTDA;789603;FARMA ROCHA;8018;BA;4864.04;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;DROGARIA POPULAR HOLANDA;94120;MA;1580.80;1
BIOSINTETICA FARMACEUTICA LTDA;7676;PROVIDA LJ 05;86285;CE;3777.85;1
NEOQUIMICA;47252;DROGARIA PHARMAVIDA;87513;CE;538.20;1
NEOQUIMICA;47252;CEFARMA;97412;CE;11580.16;1
HIDROLIGHT DO BRASIL S.A;791209;FARMACIA MODERNA;81846;CE;2134.20;1
ACCUMED PROD MED HOSP LTDA;48933;MARIA EDNA TEIXEIRA QUEIROZ ME;99907;CE;1010.85;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;HARDALA H P PAIVA FARMACIA ME ;119339;CE;1025.76;1
LABORATORIO GLOBO LTDA;31305;FARMACIA DO MIGUEL;72753;MA;2206.39;1
NATULAB LABORATORIO LTDA;33057;IBIFARMA COMERCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES;118722;CE;2147.52;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA SANTA TERESINHA;56456;PI;1094.58;1
NEOQUIMICA;47252;GRUPO ALTO GIRO COMERCIO ATACADISTA DE PRODUTOS ALIMENTICIO;98303;CE;2200.00;1
SANDOZ DO BRASI  IND. FARMAC LTDA (SP);789228;DROG VILA PALMEIRA;75086;MA;3081.29;1
SOFTYS BRASIL LTDA;789603;SUPER PRECO BAIXO;98035;CE;10042.95;1
PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;31;DROGARIAS FEITOSA;80467;CE;1720.86;1
SOFTYS BRASIL LTDA;789603;F L PRODUTOS FARMACEUTICOS LTDA  ME;92322;CE;5073.20;1
SOFTYS BRASIL LTDA;789603;CASA DOS GENERICOS ;54445;PI;24623.62;1
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA PADRE CICERO;80382;CE;3000.00;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;SUPERFARM POPULAR;92109;CE;2232.00;1
PHARLAB INDUSTRIA FARMACEUTICA S.A;790283;FARMACIA SAO BENTO ;96970;CE;555.19;1
GERMED FARMACEUTICA LTDA;53333;S.O.S DO TRABALHADOR;101229;PE;1226.87;1
LABORATORIO GLOBO LTDA;31305;GRUPO TOTAL;10000;CE;15648.83;10
BIOSINTETICA FARMACEUTICA LTDA;7676;FARMACIA REALCE;80088;CE;1417.00;1
TORRENT DO BRASIL LTDA;792019;FARMACIA PROVIDA ( LOJA 06 );86285;CE;1823.94;1
SOFTYS BRASIL LTDA;789603;SAM FARMA;80744;CE;14271.40;2
KLEY HERTZ DISTRIBUIDORA LTDA;789423;HAPFARMA;93619;CE;1050.28;1
EMS S/A;5582;FERNANDES FARMA;96481;CE;2296.12;1
CCM IND E COM DE PROD DESCARTAVEIS S/A;30307;FARMACIA MATIAS;98224;CE;9821.96;1
SOFTYS BRASIL LTDA;789603;DROGARIAS HIPER POPULAR;93555;CE;2404.69;1
HYPERA PP E CH;32;FARMACIA POPULAR CENTRAL 2;91357;CE;10089.09;1
(DINNO BABY) DISTRIBUIDORA DE COSMETICOS BY FATTORE LTDA - EPP;795345;FARMACIA SANTA TERESINHA III;56456;PI;3584.74;1
(PLENTY) EUROFRAL PRODUTOS DE HIGIENE LTDA;794319;FARMACIA CONFIANCA;89845;CE;2679.84;1
(TOTAL VITA) GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;792141;DROGARIAS BOM LUGAR;96614;MA;1387.20;1
LABORATORIO GLOBO LTDA;31305;FARMACIA BEM ESTAR;95881;CE;1018.38;1
